id_entidad,estado,id_mpio,mpio_mty,id_localidad,localidad,id_ageb,folio_ageb,pop_total,viviendas_hab,pop_15_edu_incomp,pop_15_24_no_educ,pop_no_salud,pop_hacinamiento,viviendas_no_excusado,viviendas_piso_tierra,viviendas_no_agua,viviendas_no_drenaje,viviendas_no_ee,rezago_social
19,Nuevo León,39,Monterrey,1,MONTERREY,1826,1.9039E+12,811,267,0.069,0.232,0.091,0.000,1.498,2.247,1.124,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1830,1.9039E+12,820,222,0.061,0.283,0.094,0.000,9.910,3.153,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1845,1.9039E+12,1645,605,0.047,0.226,0.094,0.000,11.901,0.331,0.000,0.165,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1879,1.9039E+12,2753,735,0.345,0.670,0.257,5.650,3.401,0.544,0.544,0.000,0.272,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1883,1.9039E+12,2905,767,0.354,0.701,0.285,4.881,1.304,1.173,0.391,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1898,1.9039E+12,2863,756,0.290,0.604,0.244,3.075,1.058,0.926,0.265,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1900,1.9039E+12,1366,413,0.281,0.632,0.263,1.496,3.632,1.453,0.484,0.726,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1915,1.9039E+12,1213,381,0.246,0.588,0.245,0.792,0.262,8.136,0.525,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1934,1.9039E+12,1463,409,0.146,0.395,0.167,0.491,0.000,2.200,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1953,1.9039E+12,5047,1163,0.434,0.723,0.264,6.500,3.955,0.860,0.258,0.516,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1968,1.9039E+12,2600,672,0.392,0.626,0.248,3.400,3.869,1.042,0.298,0.446,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1972,1.9039E+12,2652,696,0.344,0.659,0.262,4.906,0.144,0.575,0.431,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1987,1.9039E+12,2808,765,0.303,0.550,0.231,3.030,0.654,0.261,0.392,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1991,1.9039E+12,3684,1073,0.276,0.594,0.245,3.500,1.118,0.652,0.186,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2006,1.9039E+12,1424,487,0.084,0.209,0.154,0.000,0.821,1.027,0.000,0.205,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2010,1.9039E+12,427,58,0.019,0.040,0.063,0.000,0.000,3.448,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2025,1.9039E+12,4032,1287,0.105,0.268,0.137,0.313,1.243,0.777,0.078,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2044,1.9039E+12,2010,539,0.243,0.388,0.227,1.158,2.597,0.186,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2063,1.9039E+12,2025,677,0.093,0.353,0.195,0.148,0.148,0.886,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2078,1.9039E+12,2425,692,0.195,0.462,0.208,2.924,0.145,6.358,0.145,0.000,0.145,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2082,1.9039E+12,2143,687,0.089,0.260,0.142,0.000,0.582,4.367,0.000,0.146,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2097,1.9039E+12,1998,821,0.043,0.180,0.141,0.245,0.487,0.244,0.122,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2114,1.9039E+12,2392,740,0.057,0.339,0.149,0.137,0.811,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2129,1.9039E+12,4162,1107,0.339,0.666,0.281,8.577,0.994,2.981,0.361,0.090,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2133,1.9039E+12,3558,915,0.431,0.760,0.289,11.960,1.530,2.732,0.437,0.984,0.546,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2152,1.9039E+12,2310,661,0.112,0.370,0.176,0.305,1.362,1.362,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2167,1.9039E+12,3084,978,0.074,0.281,0.155,0.104,0.716,1.329,0.102,0.102,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2186,1.9039E+12,1124,340,0.096,0.341,0.177,0.297,0.588,4.706,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2190,1.9039E+12,1179,364,0.069,0.239,0.114,0.276,2.747,1.923,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2203,1.9039E+12,2785,903,0.059,0.306,0.154,0.000,0.554,5.426,0.332,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2218,1.9039E+12,1806,551,0.087,0.337,0.133,0.737,0.726,4.356,0.181,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2222,1.9039E+12,2924,788,0.382,0.697,0.277,11.012,1.269,0.254,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2241,1.9039E+12,1413,444,0.078,0.297,0.156,0.464,0.225,3.829,0.450,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2256,1.9039E+12,4256,1067,0.206,0.496,0.222,1.070,3.468,2.999,0.000,0.000,0.094,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2260,1.9039E+12,2827,787,0.085,0.285,0.189,0.000,1.652,0.889,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2275,1.9039E+12,3551,1168,0.058,0.302,0.130,0.000,0.342,0.771,0.086,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2294,1.9039E+12,3300,924,0.042,0.327,0.107,0.125,14.286,1.299,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2307,1.9039E+12,2640,800,0.052,0.269,0.134,0.000,1.625,0.750,0.000,0.000,0.125,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2345,1.9039E+12,3036,790,0.045,0.264,0.120,0.000,4.177,0.000,0.127,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2364,1.9039E+12,2455,579,0.072,0.312,0.128,0.000,2.936,0.518,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2383,1.9039E+12,4737,1118,0.422,0.698,0.329,9.946,2.415,1.699,0.537,0.894,0.179,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2398,1.9039E+12,8748,2032,0.494,0.760,0.309,7.418,2.510,2.461,5.512,1.329,0.246,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2400,1.9039E+12,4984,1115,0.447,0.711,0.316,4.882,0.628,0.717,0.628,0.090,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2453,1.9039E+12,1882,701,0.085,0.463,0.185,0.000,6.990,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2468,1.9039E+12,2540,659,0.166,0.461,0.179,4.283,8.194,0.455,0.000,0.152,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2472,1.9039E+12,4177,985,0.238,0.509,0.202,3.119,2.437,0.609,0.000,0.102,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2519,1.9039E+12,6492,1369,0.498,0.759,0.311,9.604,0.804,3.287,7.232,2.557,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2523,1.9039E+12,6520,1533,0.185,0.593,0.241,2.301,0.652,0.978,0.130,0.130,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2561,1.9039E+12,4073,874,0.259,0.656,0.294,2.537,0.915,2.517,0.000,0.114,0.114,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2576,1.9039E+12,3990,882,0.274,0.657,0.331,5.119,0.454,0.227,2.608,0.340,0.227,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2608,1.9039E+12,4098,914,0.227,0.625,0.294,1.978,0.219,0.219,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2612,1.9039E+12,4005,863,0.287,0.657,0.320,2.800,0.463,0.811,0.116,0.000,0.116,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2627,1.9039E+12,1124,286,0.110,0.318,0.232,0.000,0.350,11.189,0.350,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2684,1.9039E+12,2046,497,0.049,0.318,0.128,0.000,0.604,0.805,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2716,1.9039E+12,128,35,0.389,0.444,0.148,5.714,0.000,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2720,1.9039E+12,1030,323,0.059,0.382,0.164,0.000,2.167,0.310,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2754,1.9039E+12,3562,979,0.304,0.621,0.228,2.285,1.634,1.124,0.204,0.204,0.204,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2769,1.9039E+12,123,52,0.028,0.188,0.195,0.000,26.923,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2805,1.9039E+12,2442,620,0.041,0.252,0.074,0.000,10.323,0.484,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2843,1.9039E+12,3442,843,0.036,0.255,0.124,0.000,5.575,2.135,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2896,1.9039E+12,1242,262,0.067,0.338,0.084,0.000,1.908,0.000,3.053,0.382,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2909,1.9039E+12,2103,578,0.041,0.335,0.117,0.000,16.955,0.692,0.173,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2928,1.9039E+12,1378,398,0.076,0.612,0.097,9.699,27.387,8.291,5.025,5.025,0.754,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2932,1.9039E+12,1865,463,0.133,0.514,0.120,3.103,9.071,0.000,1.728,0.648,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2947,1.9039E+12,1370,324,0.047,0.476,0.081,0.000,24.074,0.617,1.852,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2951,1.9039E+12,6688,1387,0.444,0.760,0.288,5.457,3.244,0.721,1.947,1.081,0.072,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2966,1.9039E+12,1289,345,0.044,0.576,0.080,0.968,9.855,0.870,0.870,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2970,1.9039E+12,4969,1186,0.378,0.724,0.279,10.522,6.830,4.553,7.251,2.108,0.253,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2985,1.9039E+12,2939,761,0.122,0.521,0.124,2.050,10.118,7.884,0.131,0.131,0.131,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3004,1.9039E+12,484,109,0.100,0.543,0.141,0.000,19.266,0.000,19.266,3.670,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3019,1.9039E+12,872,218,0.030,0.496,0.068,0.000,21.560,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3023,1.9039E+12,70,14,0.026,0.125,0.157,0.000,28.571,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3038,1.9039E+12,784,172,0.041,0.426,0.084,0.000,21.512,0.581,2.907,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3042,1.9039E+12,2479,548,0.068,0.469,0.090,0.207,12.409,0.365,4.380,0.547,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3061,1.9039E+12,132,33,0.031,0.320,0.023,0.000,6.061,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3076,1.9039E+12,373,96,0.137,0.582,0.080,1.235,15.625,0.000,5.208,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3080,1.9039E+12,161,36,0.105,0.438,0.099,3.226,13.889,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3095,1.9039E+12,462,107,0.095,0.470,0.147,0.000,15.888,0.000,5.607,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3108,1.9039E+12,245,62,0.218,0.429,0.167,0.000,9.677,4.839,8.065,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3112,1.9039E+12,166,45,0.375,0.800,0.163,2.381,6.667,6.667,13.333,0.000,0.000,Medio
19,Nuevo León,39,Monterrey,1,MONTERREY,3127,1.9039E+12,286,75,0.418,0.667,0.255,7.042,5.333,13.333,65.333,6.667,0.000,Medio
19,Nuevo León,39,Monterrey,1,MONTERREY,3131,1.9039E+12,274,74,0.248,0.545,0.197,2.899,6.757,0.000,16.216,0.000,0.000,Medio
19,Nuevo León,39,Monterrey,1,MONTERREY,3146,1.9039E+12,118,31,0.123,0.706,0.051,0.000,16.129,3.226,67.742,9.677,0.000,Medio
19,Nuevo León,39,Monterrey,1,MONTERREY,3150,1.9039E+12,184,47,0.100,0.522,0.207,6.818,6.383,0.000,4.255,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3165,1.9039E+12,553,117,0.288,0.366,0.320,5.405,5.128,3.419,15.385,2.564,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3184,1.9039E+12,864,232,0.266,0.574,0.162,7.658,4.741,0.431,3.448,0.862,0.862,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3199,1.9039E+12,808,217,0.339,0.636,0.248,11.616,10.138,2.304,65.438,1.843,0.461,Medio
19,Nuevo León,39,Monterrey,1,MONTERREY,3201,1.9039E+12,257,53,0.181,0.377,0.121,0.000,3.774,1.887,24.528,0.000,0.000,Medio
19,Nuevo León,39,Monterrey,1,MONTERREY,3216,1.9039E+12,327,90,0.389,0.640,0.190,6.897,4.444,3.333,31.111,1.111,0.000,Medio
19,Nuevo León,39,Monterrey,1,MONTERREY,3220,1.9039E+12,41,10,0.069,0.800,0.171,0.000,20.000,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3305,1.9039E+12,4421,978,0.540,0.813,0.367,4.536,0.818,0.716,0.204,1.125,0.511,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3324,1.9039E+12,3080,652,0.545,0.769,0.281,7.373,1.994,1.994,0.460,0.307,0.460,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3339,1.9039E+12,4055,867,0.465,0.783,0.316,4.567,1.730,0.231,0.231,0.577,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3343,1.9039E+12,2215,507,0.341,0.637,0.306,3.550,0.789,0.000,0.197,0.789,0.197,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3358,1.9039E+12,3808,835,0.472,0.763,0.319,5.048,0.958,0.838,0.599,0.240,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3362,1.9039E+12,2093,492,0.312,0.588,0.292,3.476,0.813,1.016,0.000,0.203,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3377,1.9039E+12,3517,751,0.449,0.741,0.319,4.150,0.533,0.399,0.666,0.000,0.266,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3381,1.9039E+12,4266,967,0.450,0.709,0.303,5.131,1.448,1.344,0.207,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3396,1.9039E+12,4943,1063,0.503,0.756,0.319,9.434,2.070,2.352,0.376,0.094,0.188,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3409,1.9039E+12,4350,1149,0.206,0.490,0.230,1.662,1.567,2.002,1.393,1.131,0.174,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3413,1.9039E+12,6587,1777,0.154,0.409,0.171,0.283,0.338,2.983,0.338,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3428,1.9039E+12,3787,887,0.371,0.704,0.288,4.654,1.015,1.804,0.451,0.225,0.338,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3432,1.9039E+12,3794,810,0.517,0.753,0.301,7.673,0.370,2.346,0.247,0.370,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3451,1.9039E+12,4922,1015,0.468,0.729,0.306,6.200,1.084,0.690,0.000,0.099,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3466,1.9039E+12,2975,811,0.083,0.376,0.228,0.504,2.219,1.480,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3470,1.9039E+12,4651,1206,0.289,0.563,0.206,0.336,1.658,0.166,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3485,1.9039E+12,3391,903,0.323,0.588,0.201,0.222,0.443,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3502,1.9039E+12,3143,740,0.223,0.604,0.171,0.142,2.432,0.270,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3517,1.9039E+12,3990,943,0.243,0.589,0.180,0.107,1.485,0.742,0.106,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3521,1.9039E+12,3114,773,0.230,0.661,0.216,0.389,0.517,0.129,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3536,1.9039E+12,2493,636,0.041,0.284,0.137,0.000,3.616,1.415,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3540,1.9039E+12,2858,790,0.028,0.274,0.139,0.000,5.949,11.519,0.253,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3555,1.9039E+12,4309,1293,0.062,0.322,0.157,0.079,0.928,1.160,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3574,1.9039E+12,881,250,0.167,0.373,0.152,0.405,1.200,1.200,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3589,1.9039E+12,2083,627,0.148,0.479,0.162,0.326,0.957,0.957,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3593,1.9039E+12,2266,459,0.406,0.790,0.317,8.824,3.486,2.179,0.000,0.000,0.218,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3606,1.9039E+12,2910,638,0.390,0.741,0.317,7.333,5.643,3.605,0.627,0.313,0.157,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3610,1.9039E+12,2272,630,0.391,0.761,0.336,7.850,6.984,1.746,0.317,0.000,0.159,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3659,1.9039E+12,2047,467,0.388,0.636,0.288,7.281,2.355,2.784,1.713,0.642,0.214,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3663,1.9039E+12,5148,1255,0.392,0.732,0.247,9.585,0.956,0.797,0.478,0.876,0.319,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3682,1.9039E+12,5103,1325,0.350,0.625,0.293,7.500,0.679,1.057,0.075,0.075,0.226,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3697,1.9039E+12,2605,618,0.423,0.789,0.326,9.651,3.074,1.294,0.000,0.162,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3714,1.9039E+12,4961,1138,0.442,0.730,0.322,9.281,3.691,0.791,0.351,0.000,0.176,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3729,1.9039E+12,3299,780,0.503,0.817,0.298,11.733,4.872,3.462,1.795,1.923,0.385,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3733,1.9039E+12,1851,534,0.083,0.324,0.129,0.212,11.423,0.562,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3748,1.9039E+12,3691,965,0.047,0.270,0.122,0.337,7.254,0.311,0.104,0.207,0.104,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3767,1.9039E+12,2539,688,0.158,0.459,0.167,1.092,6.831,1.017,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3771,1.9039E+12,8416,1804,0.422,0.779,0.365,6.101,1.220,3.326,0.000,0.111,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3803,1.9039E+12,5874,1277,0.384,0.779,0.324,5.516,0.470,1.331,0.392,0.078,0.078,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3818,1.9039E+12,7228,1518,0.415,0.754,0.365,5.486,0.725,1.845,2.899,0.329,0.329,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3822,1.9039E+12,4724,1266,0.031,0.254,0.103,0.159,0.158,1.659,0.079,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3837,1.9039E+12,3992,1001,0.063,0.308,0.137,0.711,0.300,1.199,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3860,1.9039E+12,3520,734,0.459,0.768,0.295,6.602,2.861,1.499,0.272,0.545,0.409,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3894,1.9039E+12,1044,232,0.572,0.764,0.337,15.948,1.724,9.052,4.741,1.724,1.293,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3907,1.9039E+12,1273,266,0.605,0.776,0.306,26.894,4.135,17.293,57.519,35.714,0.000,Medio
19,Nuevo León,39,Monterrey,1,MONTERREY,3911,1.9039E+12,1306,289,0.432,0.850,0.260,28.085,26.644,17.993,21.453,19.031,0.692,Medio
19,Nuevo León,39,Monterrey,1,MONTERREY,3930,1.9039E+12,1460,337,0.595,0.796,0.471,10.542,2.671,13.353,8.902,0.000,0.000,Medio
19,Nuevo León,39,Monterrey,1,MONTERREY,3945,1.9039E+12,28,7,0.000,0.667,0.107,0.000,42.857,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3964,1.9039E+12,395,100,0.171,0.446,0.132,2.020,0.000,1.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3979,1.9039E+12,4864,1042,0.496,0.758,0.357,8.462,1.631,2.687,1.536,1.440,0.480,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3983,1.9039E+12,4242,985,0.425,0.757,0.270,8.961,0.102,1.117,0.203,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,3998,1.9039E+12,6583,1367,0.536,0.798,0.301,12.851,2.780,4.974,2.634,2.195,0.219,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,4002,1.9039E+12,6205,1387,0.520,0.811,0.355,10.065,2.884,6.200,2.379,3.317,0.288,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,4017,1.9039E+12,6083,1341,0.425,0.736,0.273,5.165,0.597,1.566,0.298,0.373,0.820,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,4021,1.9039E+12,4340,991,0.416,0.725,0.268,4.665,0.605,0.807,0.303,0.000,0.101,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,4036,1.9039E+12,4695,1117,0.543,0.782,0.292,8.652,3.223,4.566,16.473,0.537,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,4040,1.9039E+12,3487,811,0.477,0.759,0.319,6.234,1.110,3.329,0.123,0.247,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,4055,1.9039E+12,4846,1049,0.512,0.782,0.349,12.249,3.622,3.908,1.430,1.239,0.095,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,4074,1.9039E+12,6145,1632,0.063,0.273,0.167,0.000,0.613,1.838,0.000,0.000,0.000,Bajo
